ticket_id,flight_id,booking_time,flight_date,customer_id,fare_class,base_fare,taxes,total_fare,booking_channel,days_to_departure_at_booking
561,4,2024-06-20 06:50:31,2025-01-01 00:00:00,394897048,P,49.04,4.26,53.3,agent,194
562,4,2024-06-20 06:50:31,2025-01-01 00:00:00,1592838115,F,92.0,8.0,100.0,web,194
563,4,2024-06-11 09:01:16,2025-01-01 00:00:00,5184726261,E,40.48,3.52,44.0,web,203
564,4,2024-07-22 19:57:06,2025-01-01 00:00:00,7911772409,P,51.43,4.47,55.9,web,162
565,4,2024-08-10 23:50:38,2025-01-01 00:00:00,3353041520,E,46.0,4.0,50.0,agent,143
566,4,2024-07-05 06:29:14,2025-01-01 00:00:00,5103906828,B,75.07,6.53,81.6,web,179
567,4,2024-07-05 06:29:14,2025-01-01 00:00:00,997524333,P,59.8,5.2,65.0,web,179
568,4,2024-08-13 10:35:30,2025-01-01 00:00:00,1523800689,E,46.0,4.0,50.0,agent,140
569,4,2024-11-24 22:36:56,2025-01-01 00:00:00,814119757,E,41.4,3.6,45.0,agent,37
570,4,2024-12-07 03:17:45,2025-01-01 00:00:00,2039822521,B,70.38,6.12,76.5,web,24
571,4,2024-07-02 07:18:27,2025-01-01 00:00:00,682395204,E,39.56,3.44,43.0,agent,182
572,4,2024-09-15 23:21:00,2025-01-01 00:00:00,6280116246,B,64.12,5.58,69.7,web,107
573,4,2024-12-14 02:03:18,2025-01-01 00:00:00,395754386,E,45.08,3.92,49.0,agent,17
574,4,2024-07-09 04:50:47,2025-01-01 00:00:00,1789820182,E,42.32,3.68,46.0,web,175
575,4,2024-09-13 03:33:16,2025-01-01 00:00:00,2128791373,E,38.64,3.36,42.0,agent,109
576,4,2024-09-13 03:33:16,2025-01-01 00:00:00,4305024772,P,52.62,4.58,57.2,web,109
577,4,2024-12-16 12:20:57,2025-01-01 00:00:00,1907507757,E,45.08,3.92,49.0,agent,15
578,4,2024-12-16 12:20:57,2025-01-01 00:00:00,1142153253,E,46.0,4.0,50.0,web,15
579,4,2024-12-16 12:20:57,2025-01-01 00:00:00,1255857509,P,53.82,4.68,58.5,web,15
580,4,2024-06-29 10:04:51,2025-01-01 00:00:00,6094793198,F,73.6,6.4,80.0,agent,185
581,4,2024-09-04 23:27:23,2025-01-01 00:00:00,3550354468,P,51.43,4.47,55.9,web,118
582,4,2024-07-06 09:55:21,2025-01-01 00:00:00,685886018,F,88.32,7.68,96.0,mobile_app,178
583,4,2024-09-09 13:00:06,2025-01-01 00:00:00,504208400,E,40.48,3.52,44.0,web,113
584,4,2024-12-11 22:44:02,2025-01-01 00:00:00,1335594607,F,73.6,6.4,80.0,web,20
585,4,2024-08-29 20:25:54,2025-01-01 00:00:00,1740798865,F,79.12,6.88,86.0,agent,124
586,4,2024-07-09 03:38:52,2025-01-01 00:00:00,563704520,E,44.16,3.84,48.0,mobile_app,175
587,4,2024-07-09 03:38:52,2025-01-01 00:00:00,172946764,B,65.69,5.71,71.4,web,175
588,4,2024-07-20 19:46:13,2025-01-01 00:00:00,1159615130,B,76.64,6.66,83.3,mobile_app,164
589,4,2024-11-30 13:45:39,2025-01-01 00:00:00,348441254,B,67.25,5.85,73.1,mobile_app,31
590,4,2024-06-05 23:58:03,2025-01-01 00:00:00,8438532025,E,36.8,3.2,40.0,mobile_app,209
591,4,2024-07-17 07:06:19,2025-01-01 00:00:00,1685665640,E,40.48,3.52,44.0,web,167
592,4,2024-07-17 11:16:49,2025-01-01 00:00:00,6423159756,P,53.82,4.68,58.5,mobile_app,167
593,4,2024-07-17 11:16:49,2025-01-01 00:00:00,1395508462,E,45.08,3.92,49.0,web,167
594,4,2024-07-17 11:16:49,2025-01-01 00:00:00,2334476892,E,38.64,3.36,42.0,web,167
595,4,2024-12-26 17:16:25,2025-01-01 00:00:00,3439682791,E,46.0,4.0,50.0,web,5
596,4,2024-10-29 21:54:21,2025-01-01 00:00:00,1912553740,P,52.62,4.58,57.2,web,63
597,4,2024-09-03 14:24:34,2025-01-01 00:00:00,4519146002,E,40.48,3.52,44.0,agent,119
598,4,2024-09-29 06:28:53,2025-01-01 00:00:00,1724934626,E,46.0,4.0,50.0,mobile_app,93
599,4,2024-06-24 12:09:45,2025-01-01 00:00:00,1411243331,F,77.28,6.72,84.0,agent,190
600,4,2024-09-28 20:13:46,2025-01-01 00:00:00,5612087009,B,70.38,6.12,76.5,agent,94
601,4,2024-06-18 01:45:07,2025-01-01 00:00:00,1772198059,P,53.82,4.68,58.5,web,196
602,4,2024-10-10 21:13:55,2025-01-01 00:00:00,5517747841,E,46.0,4.0,50.0,agent,82
603,5,2024-06-11 02:41:14,2025-01-01 00:00:00,153343714,E,37.72,3.28,41.0,web,203
604,5,2024-06-13 03:12:47,2025-01-01 00:00:00,1513086150,E,37.72,3.28,41.0,mobile_app,201
605,5,2024-06-05 22:44:58,2025-01-01 00:00:00,544279346,F,84.64,7.36,92.0,mobile_app,209
606,5,2024-10-20 18:24:39,2025-01-01 00:00:00,435648195,P,55.02,4.78,59.8,web,72
607,5,2024-12-05 18:48:01,2025-01-01 00:00:00,1720318024,E,45.08,3.92,49.0,web,26
608,5,2024-11-05 02:49:54,2025-01-01 00:00:00,397701964,E,42.32,3.68,46.0,web,56
609,5,2024-09-28 14:23:48,2025-01-01 00:00:00,1026692216,P,52.62,4.58,57.2,mobile_app,94
610,5,2024-09-11 14:06:46,2025-01-01 00:00:00,1505553824,P,49.04,4.26,53.3,web,111
611,5,2024-06-06 10:52:02,2025-01-01 00:00:00,6536618374,P,53.82,4.68,58.5,agent,208
612,5,2024-11-13 12:46:04,2025-01-01 00:00:00,9092182809,E,45.08,3.92,49.0,web,48
613,5,2024-10-06 00:49:20,2025-01-01 00:00:00,490624817,E,46.0,4.0,50.0,web,86
614,5,2024-10-06 00:49:20,2025-01-01 00:00:00,733084927,E,43.24,3.76,47.0,web,86
615,5,2024-07-27 20:12:51,2025-01-01 00:00:00,1214911085,B,62.56,5.44,68.0,web,157
616,5,2024-07-14 01:35:36,2025-01-01 00:00:00,24694182,F,92.0,8.0,100.0,agent,170
617,5,2024-08-07 10:27:56,2025-01-01 00:00:00,1460298045,E,37.72,3.28,41.0,mobile_app,146
618,5,2024-08-07 10:27:56,2025-01-01 00:00:00,103670863,E,39.56,3.44,43.0,mobile_app,146
619,5,2024-07-16 17:44:52,2025-01-01 00:00:00,1094814106,E,41.4,3.6,45.0,mobile_app,168
620,5,2024-10-11 04:06:59,2025-01-01 00:00:00,1902488375,E,41.4,3.6,45.0,web,81
621,5,2024-10-11 04:06:59,2025-01-01 00:00:00,669620164,P,53.82,4.68,58.5,agent,81
622,5,2024-10-11 04:06:59,2025-01-01 00:00:00,1205572024,E,38.64,3.36,42.0,agent,81
623,5,2024-07-27 03:31:04,2025-01-01 00:00:00,1125229083,P,50.23,4.37,54.6,agent,157
624,5,2024-08-04 12:26:41,2025-01-01 00:00:00,1940306011,P,50.23,4.37,54.6,web,149
625,5,2024-08-17 23:53:05,2025-01-01 00:00:00,1137613274,P,51.43,4.47,55.9,mobile_app,136
626,5,2024-06-29 00:04:46,2025-01-01 00:00:00,1795379986,E,41.4,3.6,45.0,web,185
627,5,2024-06-29 00:04:46,2025-01-01 00:00:00,121324730,E,37.72,3.28,41.0,mobile_app,185
628,5,2024-10-25 17:50:53,2025-01-01 00:00:00,9536015669,E,45.08,3.92,49.0,agent,67
629,5,2024-10-17 10:51:04,2025-01-01 00:00:00,2038318694,E,38.64,3.36,42.0,web,75
630,5,2024-06-23 00:16:46,2025-01-01 00:00:00,1727043188,E,43.24,3.76,47.0,web,191
631,5,2024-05-17 00:37:48,2025-01-01 00:00:00,2056087452,B,67.25,5.85,73.1,web,228
632,5,2024-07-15 02:40:50,2025-01-01 00:00:00,933639671,E,46.0,4.0,50.0,mobile_app,169
633,5,2024-08-05 04:09:00,2025-01-01 00:00:00,1596150534,E,44.16,3.84,48.0,web,148
634,5,2024-12-19 17:45:55,2025-01-01 00:00:00,574086780,P,58.6,5.1,63.7,web,12
635,5,2024-11-17 02:24:07,2025-01-01 00:00:00,1482901827,P,51.43,4.47,55.9,web,44
636,5,2024-06-06 18:59:39,2025-01-01 00:00:00,1012781634,F,79.12,6.88,86.0,web,208
637,5,2024-05-17 18:58:53,2025-01-01 00:00:00,1888506954,E,36.8,3.2,40.0,agent,228
638,5,2024-09-15 14:44:48,2025-01-01 00:00:00,850381131,B,75.07,6.53,81.6,web,107
639,5,2024-09-15 14:44:48,2025-01-01 00:00:00,3413672355,B,62.56,5.44,68.0,mobile_app,107
640,5,2024-09-15 14:44:48,2025-01-01 00:00:00,1609218269,E,40.48,3.52,44.0,web,107
641,5,2024-12-16 07:18:33,2025-01-01 00:00:00,1757702078,E,41.4,3.6,45.0,agent,15
642,5,2024-09-26 07:14:04,2025-01-01 00:00:00,1692196012,E,44.16,3.84,48.0,mobile_app,96
643,5,2024-11-29 09:40:47,2025-01-01 00:00:00,942454045,P,50.23,4.37,54.6,web,32
644,5,2024-11-29 09:40:47,2025-01-01 00:00:00,375794095,E,38.64,3.36,42.0,web,32
645,5,2024-11-29 09:40:47,2025-01-01 00:00:00,1664974074,P,47.84,4.16,52.0,agent,32
646,5,2024-11-29 09:40:47,2025-01-01 00:00:00,1040898547,E,38.64,3.36,42.0,agent,32
647,5,2024-09-08 21:45:15,2025-01-01 00:00:00,573009297,E,42.32,3.68,46.0,agent,114
648,5,2024-09-08 21:45:15,2025-01-01 00:00:00,167598451,E,37.72,3.28,41.0,mobile_app,114
649,5,2024-06-11 08:19:55,2025-01-01 00:00:00,351760995,B,75.07,6.53,81.6,web,203
650,5,2024-06-12 20:58:36,2025-01-01 00:00:00,5440912069,F,73.6,6.4,80.0,agent,202
651,5,2024-06-12 20:58:36,2025-01-01 00:00:00,2050445456,E,40.48,3.52,44.0,web,202
652,5,2024-11-06 05:49:02,2025-01-01 00:00:00,1691488739,E,38.64,3.36,42.0,agent,55
653,5,2024-06-30 00:10:24,2025-01-01 00:00:00,982654997,E,43.24,3.76,47.0,web,184
654,5,2024-12-03 11:23:20,2025-01-01 00:00:00,1410751789,P,51.43,4.47,55.9,web,28
655,5,2024-12-03 11:23:20,2025-01-01 00:00:00,1023504220,B,70.38,6.12,76.5,web,28
656,5,2024-06-13 20:42:42,2025-01-01 00:00:00,6591671118,E,41.4,3.6,45.0,web,201
657,5,2024-07-01 12:49:31,2025-01-01 00:00:00,1808565084,P,51.43,4.47,55.9,mobile_app,183
658,5,2024-06-06 21:03:36,2025-01-01 00:00:00,1695875976,B,78.2,6.8,85.0,mobile_app,208
659,5,2024-10-21 12:43:04,2025-01-01 00:00:00,301449579,E,38.64,3.36,42.0,mobile_app,71
660,5,2024-05-26 07:59:14,2025-01-01 00:00:00,9022466852,P,59.8,5.2,65.0,mobile_app,219
661,5,2024-05-26 07:59:14,2025-01-01 00:00:00,5364828876,E,36.8,3.2,40.0,mobile_app,219
662,5,2024-06-20 04:55:35,2025-01-01 00:00:00,8796992507,E,39.56,3.44,43.0,web,194
663,5,2024-10-05 01:27:19,2025-01-01 00:00:00,1921841872,P,56.21,4.89,61.1,web,87
664,1087,2024-10-15 18:12:14,2025-01-06 00:00:00,2303989101,P,53.46,4.65,58.11,web,82
665,54050,2025-02-11 11:24:56,2025-10-01 00:00:00,1505972700,E,77.06,6.7,83.76,web,231
666,14266,2025-02-11 11:24:56,2025-03-19 00:00:00,2044954557,E,145.87,12.68,158.55,agent,35
667,6631,2024-08-20 11:40:26,2025-02-06 00:00:00,1957259433,E,230.35,20.03,250.38,mobile_app,169
668,54853,2025-04-09 01:23:46,2025-10-09 00:00:00,559191066,P,193.9,16.86,210.76,web,182
669,49020,2025-04-09 01:23:46,2025-09-06 00:00:00,1659724092,E,41.4,3.6,45.0,web,149
670,14533,2024-09-14 11:30:12,2025-03-20 00:00:00,1214911085,P,49.44,4.3,53.74,mobile_app,186
671,56094,2024-09-14 11:30:12,2025-10-21 00:00:00,4860410276,E,218.79,19.02,237.81,web,401
672,16021,2024-07-21 11:49:20,2025-03-28 00:00:00,1534438184,B,101.97,8.87,110.84,mobile_app,249
673,25975,2024-07-21 11:49:20,2025-05-18 00:00:00,615785914,E,159.27,13.85,173.12,web,300
674,65643,2024-08-12 14:53:29,2025-12-12 00:00:00,1220795485,E,39.39,3.43,42.82,agent,486
675,47990,2025-05-24 01:05:01,2025-08-31 00:00:00,1553301502,E,41.12,3.58,44.7,mobile_app,98
676,30946,2024-10-16 09:56:08,2025-06-12 00:00:00,677538196,E,238.61,20.75,259.36,agent,238
677,7880,2024-10-16 09:56:08,2025-02-13 00:00:00,6892805694,E,215.39,18.73,234.12,agent,119
678,63365,2025-02-08 15:03:58,2025-12-01 00:00:00,2603923516,B,290.3,25.24,315.54,web,295
679,3956,2024-07-07 18:53:13,2025-01-22 00:00:00,1290804905,B,93.5,8.13,101.63,web,198
680,65491,2024-11-24 04:12:58,2025-12-11 00:00:00,1982235725,E,62.47,5.43,67.9,agent,381
681,31410,2024-12-17 20:40:34,2025-06-14 00:00:00,7768447414,B,403.5,35.09,438.59,agent,178
682,1280,2024-07-12 00:40:04,2025-01-07 00:00:00,8392391504,P,306.08,26.62,332.7,web,178
683,27888,2025-05-01 13:42:14,2025-05-28 00:00:00,691140200,B,101.97,8.87,110.84,agent,26
684,6015,2024-05-18 05:51:12,2025-02-02 00:00:00,6493076367,F,82.14,7.14,89.28,agent,259
685,44268,2024-05-18 05:51:12,2025-08-14 00:00:00,311766966,E,46.0,4.0,50.0,web,452
686,3479,2024-12-15 10:10:01,2025-01-19 00:00:00,1906289377,E,38.03,3.31,41.34,mobile_app,34
687,15811,2024-08-24 16:15:35,2025-03-27 00:00:00,851516432,E,222.01,19.31,241.32,agent,214
688,10826,2024-08-28 20:42:52,2025-03-01 00:00:00,426571323,E,62.47,5.43,67.9,mobile_app,184
689,37009,2025-05-27 17:14:48,2025-07-12 00:00:00,573009297,E,222.01,19.31,241.32,web,45
690,50650,2024-08-19 12:10:52,2025-09-15 00:00:00,8045557235,E,210.78,18.33,229.11,web,391
691,20939,2024-11-02 01:51:45,2025-04-22 00:00:00,1518786992,P,49.44,4.3,53.74,agent,170
692,27668,2024-07-19 21:02:31,2025-05-27 00:00:00,1046099035,E,50.66,4.4,55.06,mobile_app,311
693,7163,2024-07-03 05:42:42,2025-02-09 00:00:00,692596785,P,88.06,7.66,95.72,agent,220
694,46499,2024-10-10 05:01:26,2025-08-24 00:00:00,1900899478,E,169.45,14.73,184.18,agent,317
695,22015,2024-10-04 06:56:38,2025-04-28 00:00:00,725401614,E,134.96,11.74,146.7,web,205
696,49926,2025-01-17 13:48:52,2025-09-11 00:00:00,1353859951,E,44.16,3.84,48.0,agent,236
697,14497,2024-10-03 10:40:56,2025-03-20 00:00:00,228853867,E,41.07,3.57,44.64,agent,167
698,1810,2024-10-24 04:39:14,2025-01-10 00:00:00,911016190,E,40.48,3.52,44.0,agent,77
699,20409,2025-03-13 20:12:33,2025-04-19 00:00:00,878953858,P,51.43,4.47,55.9,web,36
700,30978,2025-02-04 14:27:47,2025-06-12 00:00:00,4683061089,E,169.45,14.73,184.18,agent,127
701,5235,2024-08-17 02:20:57,2025-01-29 00:00:00,916800042,E,55.0,4.78,59.78,mobile_app,164
702,65692,2025-04-23 14:33:16,2025-12-13 00:00:00,276797693,E,134.48,11.69,146.17,agent,233
703,47927,2024-07-23 12:25:53,2025-08-31 00:00:00,3471782,B,86.11,7.49,93.6,mobile_app,403
704,20965,2024-09-06 16:49:45,2025-04-22 00:00:00,1721996350,B,64.66,5.62,70.28,agent,227
705,7056,2024-06-20 04:21:46,2025-02-08 00:00:00,337295132,E,62.47,5.43,67.9,mobile_app,232
706,7158,2024-06-20 04:21:46,2025-02-09 00:00:00,2128148536,E,159.27,13.85,173.12,web,233
707,11004,2024-11-15 21:32:20,2025-03-02 00:00:00,2028199704,P,47.84,4.16,52.0,agent,106
708,58538,2024-11-15 21:32:20,2025-11-06 00:00:00,1263039825,E,150.21,13.06,163.27,mobile_app,355
709,44955,2024-11-20 02:31:42,2025-08-17 00:00:00,38771866,P,115.41,10.04,125.45,web,269
710,67370,2024-11-20 02:31:42,2025-12-21 00:00:00,102422915,E,55.0,4.78,59.78,web,395
711,58658,2024-05-26 10:45:27,2025-11-07 00:00:00,9251859265,E,40.48,3.52,44.0,mobile_app,529
712,58385,2024-09-21 02:18:54,2025-11-06 00:00:00,7026639245,B,288.05,25.05,313.1,web,410
713,41464,2025-02-20 01:51:06,2025-08-01 00:00:00,6567649465,E,134.48,11.69,146.17,web,161
714,9520,2024-08-18 06:14:05,2025-02-22 00:00:00,1709777686,E,59.98,5.22,65.2,agent,187
715,3746,2024-10-20 05:44:33,2025-01-21 00:00:00,2395960886,E,138.43,12.04,150.47,web,92
716,23542,2024-11-16 18:12:24,2025-05-06 00:00:00,1259856990,E,196.36,17.08,213.44,mobile_app,170
717,15078,2024-09-16 12:45:14,2025-03-23 00:00:00,1425373507,E,62.47,5.43,67.9,agent,187
718,40250,2025-06-03 11:46:20,2025-07-27 00:00:00,5045992778,E,55.0,4.78,59.78,mobile_app,53
719,30430,2025-05-10 03:59:19,2025-06-10 00:00:00,736529937,E,59.98,5.22,65.2,web,30
720,51017,2025-05-10 03:59:19,2025-09-16 00:00:00,1793523827,E,46.0,4.0,50.0,web,128
721,14461,2024-09-26 23:39:22,2025-03-20 00:00:00,1129443581,E,237.36,20.64,258.0,web,174
722,47960,2024-09-08 03:31:21,2025-08-31 00:00:00,204996200,P,81.21,7.06,88.27,web,356
723,29354,2025-01-30 21:10:31,2025-06-04 00:00:00,1876051555,E,237.36,20.64,258.0,web,124
724,7016,2024-07-30 06:56:28,2025-02-08 00:00:00,8984188111,E,38.03,3.31,41.34,mobile_app,192
725,66117,2024-06-09 21:45:49,2025-12-15 00:00:00,334623648,E,88.78,7.72,96.5,mobile_app,553
726,35382,2025-05-03 20:53:41,2025-07-04 00:00:00,1610706625,E,139.44,12.12,151.56,mobile_app,61
727,40893,2025-01-03 05:36:00,2025-07-30 00:00:00,84406261,P,220.28,19.15,239.43,agent,207
728,55624,2025-04-15 23:50:59,2025-10-16 00:00:00,1355046165,E,177.37,15.42,192.79,mobile_app,183
729,62867,2025-04-15 23:50:59,2025-11-28 00:00:00,6932870501,E,210.78,18.33,229.11,agent,226
730,23640,2025-04-15 23:50:59,2025-05-06 00:00:00,1179644911,E,38.03,3.31,41.34,web,20
731,4039,2024-06-27 04:48:28,2025-01-22 00:00:00,1414507556,E,36.8,3.2,40.0,web,208
732,48803,2024-08-04 15:37:09,2025-09-05 00:00:00,6806809815,E,38.64,3.36,42.0,web,396
733,32937,2024-06-26 19:55:10,2025-06-22 00:00:00,1461131893,E,169.45,14.73,184.18,agent,360
734,34540,2024-09-06 20:42:44,2025-06-30 00:00:00,2145712885,E,38.03,3.31,41.34,web,296
735,66417,2024-09-06 20:42:44,2025-12-17 00:00:00,227166802,B,201.88,17.55,219.43,web,466
736,20937,2024-08-15 16:40:00,2025-04-22 00:00:00,7846190176,E,210.78,18.33,229.11,web,249
737,14322,2024-07-04 17:25:04,2025-03-19 00:00:00,1942940155,P,77.98,6.78,84.76,web,257
738,4366,2024-09-03 02:32:06,2025-01-24 00:00:00,2024851624,P,49.44,4.3,53.74,web,142
739,48321,2025-03-12 19:48:05,2025-09-02 00:00:00,1696177999,E,169.45,14.73,184.18,mobile_app,173
740,68612,2024-10-03 22:40:45,2025-12-28 00:00:00,1782010694,P,174.82,15.2,190.02,web,450
741,61649,2024-10-03 22:40:45,2025-11-22 00:00:00,593271190,B,106.2,9.24,115.44,web,414
742,34163,2024-11-18 21:18:37,2025-06-28 00:00:00,1379962448,P,322.63,28.06,350.69,web,221
743,26897,2024-11-18 21:18:37,2025-05-23 00:00:00,786160230,B,106.2,9.24,115.44,web,185
744,8252,2024-07-19 22:34:36,2025-02-15 00:00:00,271112655,E,134.48,11.69,146.17,web,210
745,17790,2024-07-19 22:34:36,2025-04-06 00:00:00,1490612570,P,50.23,4.37,54.6,mobile_app,260
746,48503,2024-08-02 02:29:36,2025-09-03 00:00:00,490624817,E,41.12,3.58,44.7,mobile_app,396
747,13210,2024-05-18 03:38:08,2025-03-13 00:00:00,2317844014,E,42.32,3.68,46.0,web,298
748,51281,2025-05-17 16:11:17,2025-09-17 00:00:00,1969083193,E,224.77,19.54,244.31,mobile_app,122
749,3426,2025-01-10 00:26:54,2025-01-19 00:00:00,6532811195,P,174.82,15.2,190.02,agent,8
750,37136,2024-09-30 23:06:57,2025-07-13 00:00:00,910070646,E,235.45,20.47,255.92,web,285
751,49707,2024-12-16 00:25:34,2025-09-10 00:00:00,41500509,E,237.36,20.64,258.0,web,267
752,15576,2024-12-16 00:25:34,2025-03-26 00:00:00,478063625,P,77.98,6.78,84.76,web,99
753,4251,2024-07-20 14:33:09,2025-01-23 00:00:00,2001016046,E,220.47,19.17,239.64,web,186
754,4682,2024-08-08 13:50:45,2025-01-26 00:00:00,3839442284,E,38.03,3.31,41.34,agent,170
755,45716,2024-10-12 22:35:15,2025-08-20 00:00:00,1879513215,E,44.16,3.84,48.0,mobile_app,311
756,15559,2024-10-12 22:35:15,2025-03-25 00:00:00,2229591532,B,400.26,34.81,435.07,agent,163
757,45755,2024-10-12 22:35:15,2025-08-21 00:00:00,387236697,E,248.18,21.58,269.76,mobile_app,312
758,23990,2025-01-16 13:33:31,2025-05-08 00:00:00,747602060,E,150.21,13.06,163.27,agent,111
759,66499,2024-08-19 12:03:28,2025-12-17 00:00:00,1906112177,F,470.89,40.95,511.84,agent,484
760,14196,2024-06-12 14:28:03,2025-03-18 00:00:00,8805283794,E,235.45,20.47,255.92,agent,278
761,362,2024-06-12 14:28:03,2025-01-02 00:00:00,750792269,P,53.99,4.7,58.69,web,203
762,66527,2025-02-15 15:07:53,2025-12-17 00:00:00,889819517,E,237.36,20.64,258.0,web,304
763,41185,2025-02-15 15:07:53,2025-07-31 00:00:00,856653042,E,169.45,14.73,184.18,web,165
764,40871,2024-06-08 10:18:08,2025-07-30 00:00:00,1604494993,E,37.72,3.28,41.0,web,416
765,55900,2024-07-25 17:18:34,2025-10-19 00:00:00,1834149931,P,277.48,24.13,301.61,mobile_app,450
766,24101,2024-07-25 17:18:34,2025-05-08 00:00:00,206097166,E,169.45,14.73,184.18,mobile_app,286
767,45392,2024-11-07 17:11:49,2025-08-19 00:00:00,688315850,P,52.62,4.58,57.2,web,284
768,68882,2025-01-14 17:17:22,2025-12-29 00:00:00,2664987320,P,59.8,5.2,65.0,mobile_app,348
769,31888,2025-05-11 22:07:11,2025-06-17 00:00:00,248164005,E,36.8,3.2,40.0,mobile_app,36
770,25668,2025-03-09 22:29:11,2025-05-17 00:00:00,659592265,E,37.72,3.28,41.0,web,68
771,19020,2025-01-17 01:37:16,2025-04-12 00:00:00,2371089615,E,230.35,20.03,250.38,web,84
772,18969,2025-01-17 01:37:16,2025-04-12 00:00:00,898609807,E,169.45,14.73,184.18,agent,84
773,21387,2024-07-01 02:56:20,2025-04-24 00:00:00,1592838115,E,45.08,3.92,49.0,web,296
774,34687,2024-12-13 19:39:02,2025-06-30 00:00:00,1193991839,E,139.44,12.12,151.56,web,198
775,40791,2024-09-19 20:59:44,2025-07-29 00:00:00,59256051,E,36.8,3.2,40.0,web,312
776,31155,2025-02-14 05:31:50,2025-06-13 00:00:00,7077717831,E,169.45,14.73,184.18,web,118
777,2066,2024-06-17 23:00:07,2025-01-11 00:00:00,1772198059,E,138.43,12.04,150.47,web,207
778,47181,2024-06-17 23:00:07,2025-08-27 00:00:00,3050733246,E,38.03,3.31,41.34,web,435
779,1771,2024-06-07 00:34:56,2025-01-09 00:00:00,1894326296,E,36.8,3.2,40.0,agent,215
780,61177,2024-08-18 20:47:40,2025-11-19 00:00:00,863152402,E,38.03,3.31,41.34,web,457
781,48200,2024-08-06 08:54:28,2025-09-02 00:00:00,1723802736,E,38.03,3.31,41.34,mobile_app,391
782,26246,2025-03-30 19:54:39,2025-05-20 00:00:00,1453885311,E,38.64,3.36,42.0,agent,50
783,47850,2024-10-03 20:34:10,2025-08-31 00:00:00,542318629,E,38.03,3.31,41.34,mobile_app,331
784,7396,2024-09-22 09:07:45,2025-02-10 00:00:00,6929880301,E,41.07,3.57,44.64,web,140
785,24825,2024-08-06 12:27:39,2025-05-12 00:00:00,1516938894,P,306.08,26.62,332.7,mobile_app,278
786,44875,2024-12-30 20:54:14,2025-08-17 00:00:00,6201313855,E,44.16,3.84,48.0,agent,229
787,60691,2025-01-19 20:08:35,2025-11-17 00:00:00,1135020344,P,52.62,4.58,57.2,web,301
788,32534,2024-11-04 03:04:33,2025-06-20 00:00:00,507662447,P,195.27,16.98,212.25,web,227
789,33004,2025-01-07 21:34:22,2025-06-22 00:00:00,737781583,E,237.36,20.64,258.0,mobile_app,165
790,64665,2025-01-07 21:34:22,2025-12-07 00:00:00,1290804905,E,150.21,13.06,163.27,agent,333
791,3823,2024-07-30 04:13:02,2025-01-21 00:00:00,3112423357,E,38.64,3.36,42.0,web,174
792,16144,2024-11-13 06:12:45,2025-03-29 00:00:00,9191653424,E,248.18,21.58,269.76,agent,135
793,60649,2025-04-14 20:25:03,2025-11-17 00:00:00,1774842590,E,169.45,14.73,184.18,agent,216
794,58455,2025-01-10 11:40:41,2025-11-06 00:00:00,5133284083,P,49.44,4.3,53.74,web,299
795,26941,2025-04-09 09:57:22,2025-05-23 00:00:00,1285750762,P,299.45,26.04,325.49,mobile_app,43
796,59369,2025-06-10 09:44:36,2025-11-11 00:00:00,5721767887,E,237.36,20.64,258.0,web,153
797,25362,2024-12-21 18:27:58,2025-05-15 00:00:00,1304921162,E,210.78,18.33,229.11,web,144
798,15316,2024-05-29 06:47:55,2025-03-24 00:00:00,271112655,E,43.24,3.76,47.0,web,298
799,29384,2025-03-22 23:48:41,2025-06-04 00:00:00,542318629,P,58.6,5.1,63.7,agent,73
800,31048,2024-07-22 16:26:22,2025-06-13 00:00:00,1898720683,E,59.98,5.22,65.2,agent,325
801,37839,2024-07-29 18:11:28,2025-07-16 00:00:00,156682270,B,421.91,36.69,458.6,web,351
802,13267,2024-05-15 00:57:14,2025-03-13 00:00:00,692596785,P,288.62,25.1,313.72,web,301
803,61818,2025-02-08 15:30:06,2025-11-23 00:00:00,1929198301,E,235.45,20.47,255.92,mobile_app,287
804,27524,2024-12-12 13:23:34,2025-05-26 00:00:00,2985215168,P,53.46,4.65,58.11,web,164
805,58535,2025-02-21 01:13:45,2025-11-06 00:00:00,370885063,E,134.48,11.69,146.17,mobile_app,257
806,60598,2025-01-17 04:35:53,2025-11-17 00:00:00,356433266,P,50.23,4.37,54.6,mobile_app,303
807,36877,2025-05-10 15:44:22,2025-07-11 00:00:00,1505972700,E,169.45,14.73,184.18,web,61
808,39341,2025-05-10 15:44:22,2025-07-22 00:00:00,4852710274,E,210.78,18.33,229.11,web,72
809,12723,2025-02-22 15:33:54,2025-03-11 00:00:00,1063010750,E,224.64,19.53,244.17,web,16
810,53123,2024-10-02 14:01:53,2025-09-27 00:00:00,4882592871,E,62.47,5.43,67.9,web,359
811,56738,2024-09-01 21:37:36,2025-10-27 00:00:00,1328005114,E,157.92,13.73,171.65,web,420
812,53589,2024-11-10 04:26:49,2025-09-29 00:00:00,717065175,E,41.12,3.58,44.7,mobile_app,322
813,61373,2025-02-19 19:14:08,2025-11-20 00:00:00,137533957,E,39.56,3.44,43.0,agent,273
814,17270,2025-02-25 11:54:47,2025-04-03 00:00:00,1175988904,E,41.07,3.57,44.64,mobile_app,36
815,4401,2024-06-17 11:46:03,2025-01-24 00:00:00,61522930,E,88.78,7.72,96.5,web,220
